45.047	  4.20	  5.10
45.247	  3.76	  4.99
45.447	  3.32	  4.90
45.647	  2.86	  4.82
45.848	  2.41	  4.77
46.048	  1.96	  4.73
46.248	  1.53	  4.72
46.448	  1.12	  4.72
46.649	  0.73	  4.70
46.848	  0.38	  4.67
47.049	  0.04	  4.60
47.249	 -0.28	  4.54
47.449	 -0.62	  4.52
47.649	 -0.98	  4.54
47.850	 -1.34	  4.59
48.050	 -1.71	  4.67
48.250	 -2.09	  4.77
48.450	 -2.48	  4.89
48.651	 -2.88	  5.02
48.850	 -3.28	  5.17
49.051	 -3.70	  5.35
49.251	 -4.11	  5.55
49.452	 -4.53	  5.76
49.651	 -4.97	  5.96
49.852	 -5.43	  6.15
50.052	 -5.91	  6.29
50.252	 -6.43	  6.39
50.452	 -6.95	  6.45
50.653	 -7.49	  6.53
50.853	 -8.04	  6.61
51.053	 -8.59	  6.67
51.253	 -9.14	  6.75
51.454	 -9.70	  6.84
51.653	-10.26	  6.96
51.854	-10.83	  7.08
52.054	-11.39	  7.19
52.254	-11.97	  7.28
52.454	-12.57	  7.33
52.655	-13.18	  7.35
52.855	-13.79	  7.31
53.055	-14.41	  7.24
53.255	-15.02	  7.13
53.456	-15.59	  7.01
53.655	-16.13	  6.87
53.856	-16.63	  6.72
54.056	-17.11	  6.57
54.257	-17.57	  6.40
54.456	-17.98	  6.21
54.657	-18.38	  5.96
54.857	-18.74	  5.60
55.057	-19.07	  5.20
55.257	-19.34	  4.71
55.458	-19.53	  4.17
55.658	-19.68	  3.63
55.858	-19.78	  3.09
56.058	-19.82	  2.53
56.259	-19.82	  1.98
56.458	-19.76	  1.43
56.659	-19.65	  0.89
56.859	-19.49	  0.37
57.059	-19.28	 -0.14
57.259	-19.02	 -0.63
57.460	-18.72	 -1.08
57.660	-18.38	 -1.51
57.860	-18.00	 -1.89
58.060	-17.58	 -2.24
58.261	-17.14	 -2.56
58.460	-16.67	 -2.82
58.661	-16.18	 -3.04
58.861	-15.68	 -3.21
59.062	-15.20	 -3.33
59.261	-14.76	 -3.40
59.462	-14.37	 -3.43
59.662	-14.01	 -3.44
59.862	-13.64	 -3.43
60.062	-13.26	 -3.39
60.263	-12.87	 -3.33
60.463	-12.48	 -3.23
60.663	-12.09	 -3.11
60.863	-11.70	 -2.96
61.064	-11.31	 -2.77
61.263	-10.94	 -2.55
61.464	-10.57	 -2.30
61.664	-10.20	 -2.01
61.864	 -9.86	 -1.68
62.064	 -9.53	 -1.33
62.265	 -9.20	 -0.99
62.465	 -8.87	 -0.65
62.665	 -8.56	 -0.33
62.865	 -8.26	 -0.02
63.066	 -7.97	  0.27
63.265	 -7.69	  0.53
63.466	 -7.41	  0.74
63.666	 -7.11	  0.93
63.867	 -6.79	  1.10
64.066	 -6.44	  1.23
64.267	 -6.06	  1.31
64.467	 -5.65	  1.35
64.667	 -5.25	  1.34
64.867	 -4.86	  1.29
65.068	 -4.49	  1.20
65.268	 -4.13	  1.13
65.468	 -3.77	  1.07
65.668	 -3.40	  1.02
65.869	 -3.01	  0.99
66.068	 -2.62	  0.97
66.269	 -2.21	  0.97
66.469	 -1.78	  0.98
66.670	 -1.35	  1.02
66.869	 -0.91	  1.09
67.070	 -0.45	  1.18
67.270	  0.02	  1.31
67.470	  0.49	  1.46
67.670	  0.96	  1.63
67.871	  1.44	  1.82
68.071	  1.92	  2.02
68.271	  2.40	  2.23
68.471	  2.88	  2.46
68.672	  3.35	  2.69
68.871	  3.77	  2.92
69.072	  4.18	  3.13
69.272	  4.53	  3.34
69.472	  4.86	  3.52
69.672	  5.17	  3.68
69.873	  5.46	  3.85
70.073	  5.77	  4.00
70.273	  6.08	  4.15
70.473	  6.40	  4.29
70.674	  6.73	  4.43
70.873	  7.06	  4.56
71.074	  7.38	  4.69
71.274	  7.69	  4.81
71.475	  7.99	  4.92
71.674	  8.27	  5.02
71.875	  8.54	  5.10
72.075	  8.78	  5.19
72.275	  8.99	  5.27
72.475	  9.20	  5.35
72.676	  9.39	  5.41
72.876	  9.57	  5.47
73.076	  9.74	  5.53
73.276	  9.88	  5.58
73.477	 10.01	  5.62
73.676	 10.12	  5.67
73.877	 10.22	  5.70
74.077	 10.30	  5.72
74.277	 10.37	  5.75
74.477	 10.44	  5.78
74.678	 10.51	  5.80
74.878	 10.57	  5.82
75.078	 10.62	  5.85
75.278	 10.68	  5.86
75.479	 10.73	  5.88
75.678	 10.78	  5.90
75.879	 10.82	  5.91
76.079	 10.85	  5.92
76.279	 10.90	  5.93
76.479	 10.93	  5.94
76.680	 10.97	  5.95
76.880	 11.01	  5.97
77.080	 11.06	  5.98
77.280	 11.09	  5.99
77.481	 11.14	  6.01
77.681	 11.19	  6.03
77.881	 11.23	  6.04
78.081	 11.27	  6.05
78.282	 11.31	  6.08
78.482	 11.35	  6.09
78.682	 11.38	  6.10
78.883	 11.41	  6.11
79.082	 11.44	  6.12
79.283	 11.45	  6.12
79.483	 11.46	  6.12
79.684	 11.46	  6.12
79.883	 11.46	  6.12
80.084	 11.46	  6.12
80.284	 11.46	  6.13
80.484	 11.46	  6.13
80.684	 11.46	  6.13
80.885	 11.46	  6.13
81.084	 11.46	  6.13
81.285	 11.46	  6.12
81.485	 11.47	  6.13
81.686	 11.47	  6.13
81.885	 11.46	  6.13
82.086	 11.47	  6.13
82.286	 11.47	  6.13
82.486	 11.46	  6.13
82.686	 11.46	  6.13
82.887	 11.46	  6.13
83.087	 11.46	  6.13
83.287	 11.47	  6.12
83.487	 11.46	  6.12
83.688	 11.46	  6.12
83.887	 11.46	  6.12
84.088	 11.47	  6.12
84.288	 11.46	  6.12
84.489	 11.46	  6.12
84.688	 11.46	  6.12
84.889	 11.46	  6.12
85.089	 11.46	  6.12
85.289	 11.46	  6.12
85.489	 11.47	  6.12
85.690	 11.46	  6.12
85.890	 11.46	  6.12
86.090	 11.47	  6.12
86.290	 11.46	  6.12
86.491	 11.46	  6.12
86.690	 11.47	  6.12
86.891	 11.47	  6.12
87.091	 11.47	  6.12
87.291	 11.46	  6.13
87.491	 11.46	  6.13
87.692	 11.46	  6.13
87.892	 11.46	  6.13
88.092	 11.46	  6.13
88.292	 11.46	  6.13
88.493	 11.46	  6.13
88.692	 11.46	  6.13
88.893	 11.46	  6.13
89.093	 11.46	  6.13
89.294	 11.46	  6.13
89.493	 11.46	  6.13
89.694	 11.46	  6.13
89.894	 11.46	  6.13
90.094	 11.46	  6.13
90.294	 11.46	  6.13
90.495	 11.46	  6.13
90.695	 11.46	  6.13
90.895	 11.46	  6.13
91.095	 11.46	  6.12
91.296	 11.46	  6.12
91.495	 11.46	  6.12
91.696	 11.46	  6.12
91.896	 11.46	  6.12
92.096	 11.46	  6.12
92.296	 11.46	  6.13
92.497	 11.46	  6.13
92.697	 11.46	  6.13
92.897	 11.46	  6.12
93.097	 11.46	  6.13
93.298	 11.47	  6.13
93.497	 11.46	  6.13
93.698	 11.47	  6.13
93.898	 11.46	  6.13
94.099	 11.46	  6.13
94.298	 11.46	  6.13
94.499	 11.46	  6.13
94.699	 11.46	  6.13
94.899	 11.46	  6.13
95.099	 11.46	  6.13
95.300	 11.46	  6.12
95.500	 11.46	  6.12
95.700	 11.46	  6.12
95.900	 11.46	  6.12
96.101	 11.46	  6.12
96.300	 11.46	  6.13
96.501	 11.46	  6.13
96.701	 11.46	  6.12
96.902	 11.46	  6.13
97.101	 11.46	  6.13
97.302	 11.46	  6.13
97.501	 11.46	  6.13
97.702	 11.46	  6.13
97.902	 11.46	  6.13
98.103	 11.46	  6.13
98.302	 11.46	  6.13
98.503	 11.46	  6.13
98.703	 11.46	  6.13
98.904	 11.46	  6.13
99.103	 11.46	  6.13
99.304	 11.46	  6.13
99.504	 11.46	  6.13
99.704	 11.46	  6.13
99.904	 11.46	  6.13
100.105	 11.46	  6.13
100.305	 11.46	  6.13
100.505	 11.46	  6.13
100.705	 11.46	  6.13
100.906	 11.47	  6.13
101.105	 11.46	  6.13
101.306	 11.47	  6.12
101.506	 11.47	  6.12
101.707	 11.47	  6.12
101.906	 11.47	  6.12
102.107	 11.47	  6.12
102.307	 11.47	  6.13
102.507	 11.50	  6.14
102.707	 11.54	  6.15
102.908	 11.60	  6.18
103.108	 11.67	  6.22
103.308	 11.73	  6.29
103.508	 11.81	  6.39
103.709	 11.89	  6.51
103.908	 11.98	  6.68
104.109	 12.06	  6.89
104.309	 12.15	  7.11
104.509	 12.24	  7.35
104.709	 12.31	  7.63
104.910	 12.38	  7.91
105.110	 12.44	  8.22
105.310	 12.48	  8.55
105.510	 12.50	  8.90
105.711	 12.50	  9.26
105.910	 12.47	  9.64
106.111	 12.42	 10.03
106.311	 12.33	 10.43
106.512	 12.21	 10.85
106.711	 12.07	 11.26
106.912	 11.87	 11.67
107.112	 11.64	 12.08
107.312	 11.39	 12.46
107.512	 11.09	 12.84
107.713	 10.76	 13.19
107.913	 10.39	 13.53
108.113	  9.99	 13.83
108.313	  9.55	 14.10
108.514	  9.09	 14.34
108.713	  8.61	 14.54
108.914	  8.10	 14.69
109.114	  7.58	 14.79
109.314	  7.05	 14.86
109.514	  6.51	 14.86
109.715	  5.97	 14.82
109.915	  5.43	 14.72
110.115	  4.90	 14.57
110.315	  4.38	 14.38
110.516	  3.87	 14.15
110.715	  3.36	 13.93
110.916	  2.88	 13.69
111.116	  2.39	 13.44
111.317	  1.92	 13.19
111.516	  1.45	 12.96
111.717	  0.97	 12.71
111.917	  0.48	 12.49
112.117	 -0.01	 12.29
112.317	 -0.51	 12.08
112.518	 -1.01	 11.87
112.718	 -1.51	 11.69
112.918	 -2.03	 11.52
113.118	 -2.56	 11.37
113.319	 -3.09	 11.23
113.518	 -3.63	 11.08
113.719	 -4.17	 10.94
113.919	 -4.72	 10.80
114.119	 -5.27	 10.65
114.319	 -5.81	 10.50
114.520	 -6.37	 10.35
114.720	 -6.93	 10.20
114.920	 -7.50	 10.05
115.120	 -8.06	  9.89
115.321	 -8.62	  9.71
115.520	 -9.19	  9.55
115.721	 -9.76	  9.40
115.921	-10.33	  9.22
116.122	-10.90	  9.05
116.321	-11.46	  8.87
116.522	-12.03	  8.70
116.722	-12.59	  8.51
116.922	-13.15	  8.34
117.122	-13.72	  8.17
117.323	-14.29	  8.01
117.523	-14.86	  7.85
117.723	-15.43	  7.69
117.923	-16.00	  7.54
118.124	-16.57	  7.38
118.323	-17.13	  7.20
118.524	-17.70	  6.98
118.724	-18.24	  6.70
118.924	-18.74	  6.32
119.124	-19.19	  5.83
119.325	-19.55	  5.25
119.525	-19.81	  4.60
119.725	-19.97	  3.91
119.925	-20.00	  3.19
120.126	-19.95	  2.49
120.325	-19.82	  1.81
120.526	-19.64	  1.21
120.726	-19.42	  0.72
120.927	-19.20	  0.29
121.126	-18.95	 -0.08
121.327	-18.69	 -0.42
121.527	-18.40	 -0.74
121.727	-18.09	 -1.03
121.927	-17.76	 -1.31
122.128	-17.40	 -1.57
122.328	-16.99	 -1.82
122.528	-16.54	 -2.03
122.728	-16.05	 -2.22
122.929	-15.52	 -2.37
123.128	-14.95	 -2.48
123.329	-14.35	 -2.52
123.529	-13.73	 -2.51
123.729	-13.09	 -2.43
123.929	-12.46	 -2.27
124.130	-11.85	 -2.04
124.330	-11.26	 -1.77
124.530	-10.69	 -1.45
124.730	-10.14	 -1.11
124.931	 -9.62	 -0.75
125.130	 -9.12	 -0.38
125.331	 -8.65	 -0.03
125.531	 -8.21	  0.33
125.732	 -7.79	  0.68
125.931	 -7.40	  1.03
126.132	 -7.04	  1.38
126.332	 -6.70	  1.75
126.532	 -6.38	  2.15
126.732	 -6.10	  2.59
126.933	 -5.83	  3.05
127.133	 -5.58	  3.52
127.333	 -5.32	  4.00
127.533	 -5.08	  4.49
127.734	 -4.85	  4.98
127.933	 -4.62	  5.48
128.134	 -4.38	  5.98
128.334	 -4.12	  6.47
128.534	 -3.86	  6.95
128.734	 -3.57	  7.42
128.935	 -3.27	  7.88
129.135	 -2.96	  8.35
129.335	 -2.64	  8.80
129.535	 -2.28	  9.23
129.736	 -1.90	  9.64
129.935	 -1.49	 10.03
130.136	 -1.07	 10.41
130.336	 -0.64	 10.77
130.537	 -0.18	 11.11
130.736	  0.30	 11.42
130.937	  0.77	 11.73
131.137	  1.27	 12.02
131.337	  1.78	 12.29
131.537	  2.27	 12.55
131.738	  2.74	 12.77
131.938	  3.18	 12.97
132.138	  3.63	 13.15
132.338	  4.06	 13.31
132.539	  4.49	 13.47
132.738	  4.92	 13.61
132.939	  5.34	 13.74
133.139	  5.74	 13.87
133.340	  6.15	 13.97
133.539	  6.54	 14.04
133.740	  6.92	 14.08
133.940	  7.29	 14.09
134.140	  7.67	 14.06
134.340	  8.05	 13.97
134.541	  8.43	 13.86
134.740	  8.82	 13.70
134.941	  9.19	 13.48
135.141	  9.53	 13.21
135.342	  9.84	 12.89
135.541	 10.10	 12.51
135.742	 10.33	 12.10
135.942	 10.52	 11.68
136.142	 10.67	 11.25
136.342	 10.78	 10.81
136.543	 10.85	 10.36
136.743	 10.88	  9.91
136.943	 10.87	  9.47
137.143	 10.82	  9.02
137.344	 10.73	  8.58
137.543	 10.61	  8.16
137.744	 10.45	  7.75
137.944	 10.25	  7.35
138.145	 10.02	  6.98
138.344	  9.76	  6.63
138.545	  9.48	  6.31
138.745	  9.18	  6.01
138.945	  8.85	  5.76
139.145	  8.53	  5.54
139.346	  8.23	  5.36
139.545	  7.92	  5.21
139.746	  7.62	  5.09
139.946	  7.31	  4.98
140.147	  6.99	  4.89
140.346	  6.65	  4.82
140.547	  6.31	  4.77
140.747	  5.96	  4.75
140.947	  5.60	  4.75
141.147	  5.23	  4.78
141.348	  4.86	  4.80
141.548	  4.48	  4.83
141.748	  4.09	  4.83
141.948	  3.70	  4.82
142.149	  3.31	  4.79
142.348	  2.90	  4.75
142.549	  2.49	  4.71
142.749	  2.07	  4.67
142.950	  1.64	  4.63
143.149	  1.21	  4.57
143.350	  0.78	  4.47
143.550	  0.34	  4.34
143.750	 -0.10	  4.18
143.950	 -0.55	  4.00
144.151	 -1.01	  3.81
144.350	 -1.46	  3.58
144.551	 -1.89	  3.30
144.751	 -2.32	  3.00
144.952	 -2.74	  2.65
145.151	 -3.14	  2.28
145.352	 -3.51	  1.88
145.552	 -3.91	  1.49
145.752	 -4.31	  1.12
145.952	 -4.73	  0.78
146.153	 -5.17	  0.45
146.353	 -5.59	  0.11
146.553	 -6.01	 -0.22
146.753	 -6.41	 -0.54
146.954	 -6.81	 -0.84
147.153	 -7.22	 -1.09
147.354	 -7.63	 -1.29
147.554	 -8.04	 -1.44
147.755	 -8.45	 -1.54
147.954	 -8.84	 -1.60
148.155	 -9.22	 -1.62
148.355	 -9.60	 -1.62
148.555	 -9.98	 -1.62
148.755	-10.37	 -1.61
148.956	-10.77	 -1.59
149.156	-11.18	 -1.59
149.356	-11.61	 -1.59
149.556	-12.04	 -1.59
149.757	-12.49	 -1.67
149.956	-12.95	 -1.73
150.157	-13.39	 -1.78
150.357	-13.81	 -1.86
150.557	-14.21	 -1.96
150.757	-14.60	 -2.07
150.958	-14.97	 -2.20
151.158	-15.33	 -2.38
151.358	-15.69	 -2.52
151.558	-16.04	 -2.65
151.759	-16.36	 -2.82
151.958	-16.70	 -2.97
152.159	-17.04	 -3.12
152.359	-17.37	 -3.27
152.560	-17.72	 -3.39
152.759	-18.07	 -3.47
152.960	-18.44	 -3.51
153.160	-18.80	 -3.46
153.360	-19.15	 -3.36
153.560	-19.51	 -3.21
153.761	-19.85	 -2.99
153.961	-20.16	 -2.70
154.161	-20.44	 -2.35
154.361	-20.68	 -1.98
154.562	-20.91	 -1.59
154.761	-21.10	 -1.17
154.962	-21.25	 -0.72
155.162	-21.37	 -0.26
155.362	-21.43	  0.21
155.562	-21.46	  0.69
155.763	-21.44	  1.17
155.963	-21.37	  1.65
156.163	-21.26	  2.12
156.363	-21.10	  2.59
156.564	-20.89	  3.05
156.763	-20.64	  3.48
156.964	-20.34	  3.89
157.164	-20.01	  4.27
157.365	-19.65	  4.61
157.564	-19.25	  4.92
157.765	-18.81	  5.18
157.965	-18.35	  5.40
158.165	-17.88	  5.56
158.365	-17.39	  5.68
158.566	-16.90	  5.76
158.766	-16.41	  5.79
158.966	-15.91	  5.77
159.166	-15.42	  5.70
159.367	-14.93	  5.57
159.566	-14.45	  5.44
159.767	-13.98	  5.29
159.967	-13.52	  5.12
160.167	-13.07	  4.94
160.367	-12.63	  4.77
160.568	-12.19	  4.58
160.768	-11.77	  4.39
160.968	-11.36	  4.20
161.168	-10.97	  4.04
161.369	-10.58	  3.89
161.568	-10.20	  3.75
161.769	 -9.82	  3.64
161.969	 -9.45	  3.55
162.170	 -9.07	  3.49
162.369	 -8.67	  3.46
162.570	 -8.27	  3.48
