162.770	 -7.86	  3.55
162.970	 -7.44	  3.66
163.170	 -7.01	  3.84
163.371	 -6.59	  4.07
163.571	 -6.18	  4.33
163.771	 -5.79	  4.64
163.971	 -5.41	  4.98
164.172	 -5.04	  5.37
164.371	 -4.69	  5.78
164.572	 -4.38	  6.23
164.772	 -4.08	  6.69
164.972	 -3.79	  7.15
165.172	 -3.50	  7.61
165.373	 -3.22	  8.07
165.573	 -2.94	  8.53
165.773	 -2.65	  8.98
165.973	 -2.32	  9.39
166.174	 -1.95	  9.77
166.373	 -1.55	 10.11
166.574	 -1.11	 10.42
166.774	 -0.65	 10.69
166.975	 -0.14	 10.88
167.174	  0.39	 10.99
167.375	  0.95	 10.98
167.575	  1.52	 10.90
167.775	  2.08	 10.77
167.975	  2.63	 10.60
168.176	  3.14	 10.36
168.376	  3.64	 10.08
168.576	  4.12	  9.77
168.776	  4.56	  9.42
168.977	  4.97	  9.03
169.176	  5.34	  8.61
169.377	  5.71	  8.18
169.577	  6.06	  7.77
169.777	  6.40	  7.37
169.977	  6.74	  6.97
170.178	  7.08	  6.60
